organism;checkin;atb;diameter 6h;diameter 8h;diameter 12h;diameter 18h;phenotypes
Escherichia coli;2014269064;P_1;;;;;";BSBL or other beta-lactamase"
Escherichia coli;2014269064;RD_5;;;;;
Escherichia coli;2014269064;SXT_25;24;25;24;22;";dhps/PABA"
Escherichia coli;2014269064;TE_30;9;6;6;6;";Efflux NOT tetB"
Escherichia coli;2014269064;TEC_30;;;;;
Escherichia coli;2014269064;TEM_30;;;;;";BSBL or other beta-lactamase"
Escherichia coli;2014269064;TGC_15;18;19;19;19;";Efflux NOT tetB"
Escherichia coli;2014269064;TOB_10;17;18;18;18;";AG wild-type"
Escherichia coli;2014269064;TZP_36;21;22;22;22;";BSBL or other beta-lactamase"
Klebsiella pneumoniae;2014269102;AK_30;18;19;19;19;";ANT-4/AAC-6"
Klebsiella pneumoniae;2014269102;AMC_30;17;17;17;17;";BL wild-type"
Klebsiella pneumoniae;2014269102;AMP_10;6;6;6;6;";BL wild-type"
Klebsiella pneumoniae;2014269102;CIP_5;12;11;10;9;";QL high level resistance"
Klebsiella pneumoniae;2014269102;CN_10;18;19;19;19;";ANT-4/AAC-6"
Klebsiella pneumoniae;2014269102;CPD_10;6;6;6;6;";BL wild-type"
Klebsiella pneumoniae;2014269102;CRO_30;12;11;11;11;";BL wild-type"
Klebsiella pneumoniae;2014269102;CXM_30;6;6;6;6;";BL wild-type"
Klebsiella pneumoniae;2014269102;DA_2;;;;;
Klebsiella pneumoniae;2014269102;E_15;;;;;
Klebsiella pneumoniae;2014269102;FD_10;;;;;
Klebsiella pneumoniae;2014269102;FEP_30;19;18;18;18;";BL wild-type"
Klebsiella pneumoniae;2014269102;FOX_30;23;23;24;24;";BL wild-type"
Klebsiella pneumoniae;2014269102;K_30;14;14;14;13;";ANT-4/AAC-6"
Klebsiella pneumoniae;2014269102;LEV_5;17;17;17;16;";QL high level resistance"
Klebsiella pneumoniae;2014269102;LZD_10;;;;;
Klebsiella pneumoniae;2014269102;MEM_10;28;28;29;29;";BL wild-type"
Klebsiella pneumoniae;2014269102;MH_30;21;20;20;19;";TET wild-type"
Klebsiella pneumoniae;2014269102;NA_30;6;6;6;6;";QL high level resistance"
Klebsiella pneumoniae;2014269102;NOR_10;9;6;6;6;";QL high level resistance"
Klebsiella pneumoniae;2014269102;P_1;;;;;";BL wild-type"
Klebsiella pneumoniae;2014269102;RD_5;;;;;
Klebsiella pneumoniae;2014269102;SXT_25;23;20;18;14;";dhfr"
Klebsiella pneumoniae;2014269102;TE_30;24;24;23;23;";TET wild-type"
Klebsiella pneumoniae;2014269102;TEC_30;;;;;
Klebsiella pneumoniae;2014269102;TEM_30;24;24;24;24;";BL wild-type"
Klebsiella pneumoniae;2014269102;TGC_15;18;19;19;19;";TET wild-type"
Klebsiella pneumoniae;2014269102;TOB_10;13;12;12;11;";ANT-4/AAC-6"
Klebsiella pneumoniae;2014269102;TZP_36;19;19;20;20;";BL wild-type"
Escherichia coli;2014269114;AK_30;20;20;22;23;";AG wild-type"
Escherichia coli;2014269114;AMC_30;19;19;20;20;";BL wild-type"
Escherichia coli;2014269114;AMP_10;18;18;18;18;";BL wild-type"
Escherichia coli;2014269114;CIP_5;27;28;29;29;";QL wild-type"
Escherichia coli;2014269114;CN_10;19;19;21;22;";AG wild-type"
Escherichia coli;2014269114;CPD_10;22;23;23;23;";BL wild-type"
Escherichia coli;2014269114;CRO_30;27;28;28;28;";BL wild-type"
Escherichia coli;2014269114;CXM_30;21;21;22;22;";BL wild-type"
Escherichia coli;2014269114;DA_2;;;;;
Escherichia coli;2014269114;E_15;;;;;
Escherichia coli;2014269114;FD_10;;;;;
Escherichia coli;2014269114;FEP_30;29;30;30;30;";BL wild-type"
Escherichia coli;2014269114;FOX_30;21;23;24;24;";BL wild-type"
Escherichia coli;2014269114;K_30;19;20;21;21;";AG wild-type"
Escherichia coli;2014269114;LEV_5;25;27;27;27;";QL wild-type"
Escherichia coli;2014269114;LZD_10;;;;;
Escherichia coli;2014269114;MEM_10;28;29;30;30;";BL wild-type"
Escherichia coli;2014269114;MH_30;23;23;23;22;";TET wild-type"
Escherichia coli;2014269114;NA_30;21;22;22;22;";QL wild-type"
Escherichia coli;2014269114;NOR_10;24;25;26;26;";QL wild-type"
Escherichia coli;2014269114;P_1;;;;;";BL wild-type"
Escherichia coli;2014269114;RD_5;;;;;
Escherichia coli;2014269114;SXT_25;25;26;27;27;";dhps/PABA"
Escherichia coli;2014269114;TE_30;23;23;24;24;";TET wild-type"
Escherichia coli;2014269114;TEC_30;;;;;
Escherichia coli;2014269114;TEM_30;;;;;";BL wild-type"
Escherichia coli;2014269114;TGC_15;19;20;20;20;";TET wild-type"
Escherichia coli;2014269114;TOB_10;18;19;20;20;";AG wild-type"
Escherichia coli;2014269114;TZP_36;22;23;23;23;";BL wild-type"
Escherichia coli;2014269128;AK_30;19;20;20;20;";AG wild-type"
Escherichia coli;2014269128;AMC_30;21;21;22;22;";BL wild-type"
Escherichia coli;2014269128;AMP_10;19;20;20;19;";BL wild-type"
Escherichia coli;2014269128;CIP_5;27;28;28;28;";QL wild-type"
Escherichia coli;2014269128;CN_10;18;19;19;20;";AG wild-type"
Escherichia coli;2014269128;CPD_10;24;24;25;25;";BL wild-type"
Escherichia coli;2014269128;CRO_30;28;29;29;30;";BL wild-type"
Escherichia coli;2014269128;CXM_30;22;22;22;22;";BL wild-type"
Escherichia coli;2014269128;DA_2;;;;;
Escherichia coli;2014269128;E_15;;;;;
Escherichia coli;2014269128;FD_10;;;;;
Escherichia coli;2014269128;FEP_30;29;30;30;31;";BL wild-type"
Escherichia coli;2014269128;FOX_30;23;24;25;26;";BL wild-type"
Escherichia coli;2014269128;K_30;19;19;19;20;";AG wild-type"
Escherichia coli;2014269128;LEV_5;25;27;27;27;";QL wild-type"
Escherichia coli;2014269128;LZD_10;;;;;
Escherichia coli;2014269128;MEM_10;30;31;31;32;";BL wild-type"
Escherichia coli;2014269128;MH_30;24;24;24;23;";TET wild-type"
Escherichia coli;2014269128;NA_30;21;22;22;23;";QL wild-type"
Escherichia coli;2014269128;NOR_10;24;25;25;25;";QL wild-type"
Escherichia coli;2014269128;P_1;;;;;";BL wild-type"
Escherichia coli;2014269128;RD_5;;;;;
Escherichia coli;2014269128;SXT_25;27;28;28;28;";dhps/PABA"
Escherichia coli;2014269128;TE_30;24;24;23;24;";TET wild-type"
Escherichia coli;2014269128;TEC_30;;;;;
Escherichia coli;2014269128;TEM_30;;;;;";BL wild-type"
Escherichia coli;2014269128;TGC_15;20;21;21;21;";TET wild-type"
Escherichia coli;2014269128;TOB_10;18;18;18;19;";AG wild-type"
Escherichia coli;2014269128;TZP_36;23;24;24;24;";BL wild-type"
Escherichia coli;2014269137;AK_30;19;20;22;22;";AG wild-type"
Escherichia coli;2014269137;AMC_30;17;18;18;18;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;AMP_10;6;6;6;6;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;CIP_5;22;22;23;24;";QL low level resistance"
Escherichia coli;2014269137;CN_10;19;20;21;21;";AG wild-type"
Escherichia coli;2014269137;CPD_10;6;6;6;6;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;CRO_30;11;10;7;6;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;CXM_30;6;6;6;6;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;DA_2;;;;;
Escherichia coli;2014269137;E_15;;;;;
Escherichia coli;2014269137;FD_10;;;;;
Escherichia coli;2014269137;FEP_30;16;16;16;16;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;FOX_30;21;23;24;24;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;K_30;19;19;20;20;";AG wild-type"
Escherichia coli;2014269137;LEV_5;21;22;23;23;";QL low level resistance"
Escherichia coli;2014269137;LZD_10;;;;;
Escherichia coli;2014269137;MEM_10;29;30;31;31;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;MH_30;23;24;22;21;";Efflux NOT tetB"
Escherichia coli;2014269137;NA_30;7;6;6;6;";QL low level resistance"
Escherichia coli;2014269137;NOR_10;20;21;21;22;";QL low level resistance"
Escherichia coli;2014269137;P_1;;;;;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;RD_5;;;;;
Escherichia coli;2014269137;SXT_25;6;6;6;6;";SXT multiple mechanisms"
Escherichia coli;2014269137;TE_30;10;9;6;6;";Efflux NOT tetB"
Escherichia coli;2014269137;TEC_30;;;;;
Escherichia coli;2014269137;TEM_30;;;;;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;TGC_15;22;23;23;23;";Efflux NOT tetB"
Escherichia coli;2014269137;TOB_10;18;19;19;19;";AG wild-type"
Escherichia coli;2014269137;TZP_36;20;21;21;21;";BSBL or other beta-lactamase"
Staphylococcus aureus;2014269146;AK_30;;;;;";AG wild-type"
Staphylococcus aureus;2014269146;AMC_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014269146;AMP_10;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014269146;CIP_5;15;17;20;21;";QL low level resistance"
Staphylococcus aureus;2014269146;CN_10;19;20;21;21;";AG wild-type"
Staphylococcus aureus;2014269146;CPD_10;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014269146;CRO_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014269146;CXM_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014269146;DA_2;;23;24;24;";MLS wild-type"
Staphylococcus aureus;2014269146;E_15;;22;24;24;";MLS wild-type"
Staphylococcus aureus;2014269146;FD_10;;27;29;28;";FA wild-type"
Staphylococcus aureus;2014269146;FEP_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014269146;FOX_30;20;23;29;29;";blaZ penicillinase"
Staphylococcus aureus;2014269146;K_30;19;19;20;20;";AG wild-type"
Staphylococcus aureus;2014269146;LEV_5;18;21;24;24;";QL low level resistance"
Staphylococcus aureus;2014269146;LZD_10;21;22;24;23;";OXD wild-type"
Staphylococcus aureus;2014269146;MEM_10;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014269146;MH_30;21;23;24;25;";TET wild-type"
Staphylococcus aureus;2014269146;NA_30;;;;;";QL low level resistance"
Staphylococcus aureus;2014269146;NOR_10;10;12;15;15;";QL low level resistance"
Staphylococcus aureus;2014269146;P_1;10;10;10;10;";blaZ penicillinase"
Staphylococcus aureus;2014269146;RD_5;26;28;28;30;";RIF wild-type"
Staphylococcus aureus;2014269146;SXT_25;22;25;28;31;";SXT wild-type"
Staphylococcus aureus;2014269146;TE_30;;24;26;26;";TET wild-type"
Staphylococcus aureus;2014269146;TEC_30;14;14;15;15;
Staphylococcus aureus;2014269146;TEM_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014269146;TGC_15;16;18;20;20;";TET wild-type"
Staphylococcus aureus;2014269146;TOB_10;18;20;21;21;";AG wild-type"
Staphylococcus aureus;2014269146;TZP_36;;;;;";blaZ penicillinase"
Escherichia coli;2014269152;AK_30;20;21;22;22;";AG wild-type"
Escherichia coli;2014269152;AMC_30;21;21;22;22;";BL wild-type"
Escherichia coli;2014269152;AMP_10;20;20;20;20;";BL wild-type"
Escherichia coli;2014269152;CIP_5;29;30;33;31;";QL wild-type"
Escherichia coli;2014269152;CN_10;19;20;21;21;";AG wild-type"
Escherichia coli;2014269152;CPD_10;24;25;25;25;";BL wild-type"
Escherichia coli;2014269152;CRO_30;29;30;30;31;";BL wild-type"
Escherichia coli;2014269152;CXM_30;23;23;22;21;";BL wild-type"
Escherichia coli;2014269152;DA_2;;;;;
Escherichia coli;2014269152;E_15;;;;;
Escherichia coli;2014269152;FD_10;;;;;
Escherichia coli;2014269152;FEP_30;30;31;31;32;";BL wild-type"
Escherichia coli;2014269152;FOX_30;24;25;26;26;";BL wild-type"
Escherichia coli;2014269152;K_30;20;21;22;21;";AG wild-type"
Escherichia coli;2014269152;LEV_5;28;29;32;30;";QL wild-type"
Escherichia coli;2014269152;LZD_10;;;;;
Escherichia coli;2014269152;MEM_10;30;31;31;32;";BL wild-type"
Escherichia coli;2014269152;MH_30;25;25;25;25;";TET wild-type"
Escherichia coli;2014269152;NA_30;24;26;26;26;";QL wild-type"
Escherichia coli;2014269152;NOR_10;26;28;32;29;";QL wild-type"
Escherichia coli;2014269152;P_1;;;;;";BL wild-type"
Escherichia coli;2014269152;RD_5;;;;;
Escherichia coli;2014269152;SXT_25;27;29;30;30;";dhps/PABA"
Escherichia coli;2014269152;TE_30;25;25;25;25;";TET wild-type"
Escherichia coli;2014269152;TEC_30;;;;;
Escherichia coli;2014269152;TEM_30;;;;;";BL wild-type"
Escherichia coli;2014269152;TGC_15;21;22;23;23;";TET wild-type"
Escherichia coli;2014269152;TOB_10;19;20;20;20;";AG wild-type"
Escherichia coli;2014269152;TZP_36;24;25;25;25;";BL wild-type"
Enterobacter cloacae;2014310013;AK_30;23;26;28;28;";AG wild-type"
Enterobacter cloacae;2014310013;AMC_30;11;9;6;6;";cAmpC hyper;MDR"
Enterobacter cloacae;2014310013;AMP_10;6;6;6;6;";cAmpC hyper;MDR"
Enterobacter cloacae;2014310013;CIP_5;16;17;17;17;";QL high level resistance"
Enterobacter cloacae;2014310013;CN_10;22;24;25;25;";AG wild-type"
Enterobacter cloacae;2014310013;CPD_10;9;6;6;6;";cAmpC hyper;MDR"
Enterobacter cloacae;2014310013;CRO_30;9;6;6;6;";cAmpC hyper;MDR"
Enterobacter cloacae;2014310013;CXM_30;6;6;6;6;";cAmpC hyper;MDR"
Enterobacter cloacae;2014310013;DA_2;;;;;
Enterobacter cloacae;2014310013;E_15;;;;;
Enterobacter cloacae;2014310013;FD_10;;;;;
Enterobacter cloacae;2014310013;FEP_30;17;17;17;16;";cAmpC hyper;MDR"
Enterobacter cloacae;2014310013;FOX_30;6;6;6;6;";cAmpC hyper;MDR"
Enterobacter cloacae;2014310013;K_30;24;26;27;27;";AG wild-type"
Enterobacter cloacae;2014310013;LEV_5;16;17;17;16;";QL high level resistance"
Enterobacter cloacae;2014310013;LZD_10;;;;;
Enterobacter cloacae;2014310013;MEM_10;16;15;15;14;";cAmpC hyper;MDR"
Enterobacter cloacae;2014310013;MH_30;14;15;13;12;";RND pump"
Enterobacter cloacae;2014310013;NA_30;6;6;6;6;";QL high level resistance"
Enterobacter cloacae;2014310013;NOR_10;12;12;12;12;";QL high level resistance"
Enterobacter cloacae;2014310013;P_1;;;;;";cAmpC hyper;MDR"
Enterobacter cloacae;2014310013;RD_5;;;;;
Enterobacter cloacae;2014310013;SXT_25;20;21;21;19;
Enterobacter cloacae;2014310013;TE_30;14;17;16;14;";RND pump"
Enterobacter cloacae;2014310013;TEC_30;;;;;
Enterobacter cloacae;2014310013;TEM_30;15;15;15;14;";cAmpC hyper;MDR"
Enterobacter cloacae;2014310013;TGC_15;14;16;16;16;";RND pump"
Enterobacter cloacae;2014310013;TOB_10;22;23;24;25;";AG wild-type"
Enterobacter cloacae;2014310013;TZP_36;;9;6;6;";cAmpC hyper;MDR"
Klebsiella pneumoniae;2014310034;AK_30;20;20;20;21;";AG wild-type"
Klebsiella pneumoniae;2014310034;AMC_30;11;10;7;6;";BL wild-type"
Klebsiella pneumoniae;2014310034;AMP_10;6;6;6;6;";BL wild-type"
Klebsiella pneumoniae;2014310034;CIP_5;23;24;26;27;";QL low level resistance"
Klebsiella pneumoniae;2014310034;CN_10;19;19;20;21;";AG wild-type"
Klebsiella pneumoniae;2014310034;CPD_10;17;17;17;16;";BL wild-type"
Klebsiella pneumoniae;2014310034;CRO_30;23;24;24;24;";BL wild-type"
Klebsiella pneumoniae;2014310034;CXM_30;12;11;7;7;";BL wild-type"
Klebsiella pneumoniae;2014310034;DA_2;;;;;
Klebsiella pneumoniae;2014310034;E_15;;;;;
Klebsiella pneumoniae;2014310034;FD_10;;;;;
Klebsiella pneumoniae;2014310034;FEP_30;20;21;21;21;";BL wild-type"
Klebsiella pneumoniae;2014310034;FOX_30;6;6;6;6;";BL wild-type"
Klebsiella pneumoniae;2014310034;K_30;20;21;21;22;";AG wild-type"
Klebsiella pneumoniae;2014310034;LEV_5;21;23;24;24;";QL low level resistance"
Klebsiella pneumoniae;2014310034;LZD_10;;;;;
Klebsiella pneumoniae;2014310034;MEM_10;20;21;22;22;";BL wild-type"
Klebsiella pneumoniae;2014310034;MH_30;15;13;13;12;";RND pump"
Klebsiella pneumoniae;2014310034;NA_30;17;17;17;12;";QL low level resistance"
Klebsiella pneumoniae;2014310034;NOR_10;19;20;22;23;";QL low level resistance"
Klebsiella pneumoniae;2014310034;P_1;;;;;";BL wild-type"
Klebsiella pneumoniae;2014310034;RD_5;;;;;
Klebsiella pneumoniae;2014310034;SXT_25;20;20;19;18;";SXT multiple mechanisms"
Klebsiella pneumoniae;2014310034;TE_30;18;17;16;15;";RND pump"
Klebsiella pneumoniae;2014310034;TEC_30;;;;;
Klebsiella pneumoniae;2014310034;TEM_30;;;;;";BL wild-type"
Klebsiella pneumoniae;2014310034;TGC_15;15;14;14;14;";RND pump"
Klebsiella pneumoniae;2014310034;TOB_10;18;19;19;20;";AG wild-type"
Klebsiella pneumoniae;2014310034;TZP_36;7;6;6;6;";BL wild-type"
Klebsiella pneumoniae;2014310055;AK_30;20;21;21;22;";ANT-4/AAC-6"
Klebsiella pneumoniae;2014310055;AMC_30;15;15;15;15;";ESBL"
Klebsiella pneumoniae;2014310055;AMP_10;6;6;6;6;";ESBL"
Klebsiella pneumoniae;2014310055;CIP_5;6;6;6;6;";QL high level resistance"
Klebsiella pneumoniae;2014310055;CN_10;20;20;20;21;";ANT-4/AAC-6"
Klebsiella pneumoniae;2014310055;CPD_10;6;6;6;6;";ESBL"
Klebsiella pneumoniae;2014310055;CRO_30;11;10;9;9;";ESBL"
Klebsiella pneumoniae;2014310055;CXM_30;6;6;6;6;";ESBL"
Klebsiella pneumoniae;2014310055;DA_2;;;;;
Klebsiella pneumoniae;2014310055;E_15;;;;;
Klebsiella pneumoniae;2014310055;FD_10;;;;;
Klebsiella pneumoniae;2014310055;FEP_30;16;16;16;16;";ESBL"
Klebsiella pneumoniae;2014310055;FOX_30;19;20;20;21;";ESBL"
Klebsiella pneumoniae;2014310055;K_30;18;18;18;18;";ANT-4/AAC-6"
Klebsiella pneumoniae;2014310055;LEV_5;7;6;6;6;";QL high level resistance"
Klebsiella pneumoniae;2014310055;LZD_10;;;;;
Klebsiella pneumoniae;2014310055;MEM_10;26;27;27;28;";ESBL"
Klebsiella pneumoniae;2014310055;MH_30;16;16;15;14;";tetB / tetM"
Klebsiella pneumoniae;2014310055;NA_30;6;6;6;6;";QL high level resistance"
Klebsiella pneumoniae;2014310055;NOR_10;6;6;6;6;";QL high level resistance"
Klebsiella pneumoniae;2014310055;P_1;;;;;";ESBL"
Klebsiella pneumoniae;2014310055;RD_5;;;;;
Klebsiella pneumoniae;2014310055;SXT_25;22;6;6;6;";SXT multiple mechanisms"
Klebsiella pneumoniae;2014310055;TE_30;6;6;6;6;";tetB / tetM"
Klebsiella pneumoniae;2014310055;TEC_30;;;;;
Klebsiella pneumoniae;2014310055;TEM_30;;;;;";ESBL"
Klebsiella pneumoniae;2014310055;TGC_15;18;17;17;17;";tetB / tetM"
Klebsiella pneumoniae;2014310055;TOB_10;16;16;15;15;";ANT-4/AAC-6"
Klebsiella pneumoniae;2014310055;TZP_36;18;19;19;19;";ESBL"
Enterobacter cloacae;2014310072;AK_30;20;21;21;21;";AAC-2/AAC-3"
Enterobacter cloacae;2014310072;AMC_30;6;6;6;6;";ESBL"
Enterobacter cloacae;2014310072;AMP_10;6;6;6;6;";ESBL"
Enterobacter cloacae;2014310072;CIP_5;9;6;6;6;";QL high level resistance"
Enterobacter cloacae;2014310072;CN_10;9;6;6;6;";AAC-2/AAC-3"
Enterobacter cloacae;2014310072;CPD_10;6;6;6;6;";ESBL"
Enterobacter cloacae;2014310072;CRO_30;15;14;14;14;";ESBL"
Enterobacter cloacae;2014310072;CXM_30;9;6;6;6;";ESBL"
Enterobacter cloacae;2014310072;DA_2;;;;;
Enterobacter cloacae;2014310072;E_15;;;;;
Enterobacter cloacae;2014310072;FD_10;;;;;
Enterobacter cloacae;2014310072;FEP_30;20;21;21;22;";ESBL"
Enterobacter cloacae;2014310072;FOX_30;7;6;6;6;";ESBL"
Enterobacter cloacae;2014310072;K_30;19;20;20;20;";AAC-2/AAC-3"
Enterobacter cloacae;2014310072;LEV_5;9;6;6;6;";QL high level resistance"
Enterobacter cloacae;2014310072;LZD_10;;;;;
Enterobacter cloacae;2014310072;MEM_10;25;26;27;27;";ESBL"
Enterobacter cloacae;2014310072;MH_30;10;9;9;9;";tetB / tetM"
Enterobacter cloacae;2014310072;NA_30;6;6;6;6;";QL high level resistance"
Enterobacter cloacae;2014310072;NOR_10;7;6;6;6;";QL high level resistance"
Enterobacter cloacae;2014310072;P_1;;;;;";ESBL"
Enterobacter cloacae;2014310072;RD_5;;;;;
Enterobacter cloacae;2014310072;SXT_25;20;10;6;6;";SXT multiple mechanisms"
Enterobacter cloacae;2014310072;TE_30;6;6;6;6;";tetB / tetM"
Enterobacter cloacae;2014310072;TEC_30;;;;;
Enterobacter cloacae;2014310072;TEM_30;;;;;";ESBL"
Enterobacter cloacae;2014310072;TGC_15;17;17;18;18;";tetB / tetM"
Enterobacter cloacae;2014310072;TOB_10;16;16;16;16;";AAC-2/AAC-3"
Enterobacter cloacae;2014310072;TZP_36;17;17;18;18;";ESBL"
Enterobacter cloacae;2014310102;AK_30;20;20;20;20;";ANT-4/AAC-6"
Enterobacter cloacae;2014310102;AMC_30;16;16;16;16;";ESBL"
Enterobacter cloacae;2014310102;AMP_10;6;6;6;6;";ESBL"
Enterobacter cloacae;2014310102;CIP_5;22;22;22;22;";QL low level resistance"
Enterobacter cloacae;2014310102;CN_10;18;19;20;20;";ANT-4/AAC-6"
Enterobacter cloacae;2014310102;CPD_10;6;6;6;6;";ESBL"
Enterobacter cloacae;2014310102;CRO_30;11;11;10;9;";ESBL"
Enterobacter cloacae;2014310102;CXM_30;6;6;6;6;";ESBL"
Enterobacter cloacae;2014310102;DA_2;;;;;
Enterobacter cloacae;2014310102;E_15;;;;;
Enterobacter cloacae;2014310102;FD_10;;;;;
Enterobacter cloacae;2014310102;FEP_30;19;18;18;18;";ESBL"
Enterobacter cloacae;2014310102;FOX_30;22;22;23;23;";ESBL"
Enterobacter cloacae;2014310102;K_30;17;17;17;17;";ANT-4/AAC-6"
Enterobacter cloacae;2014310102;LEV_5;22;22;23;24;";QL low level resistance"
Enterobacter cloacae;2014310102;LZD_10;;;;;
Enterobacter cloacae;2014310102;MEM_10;28;28;28;29;";ESBL"
Enterobacter cloacae;2014310102;MH_30;19;19;18;18;";Efflux NOT tetB"
Enterobacter cloacae;2014310102;NA_30;18;18;18;17;";QL low level resistance"
Enterobacter cloacae;2014310102;NOR_10;20;20;21;22;";QL low level resistance"
Enterobacter cloacae;2014310102;P_1;;;;;";ESBL"
Enterobacter cloacae;2014310102;RD_5;;;;;
Enterobacter cloacae;2014310102;SXT_25;6;6;6;6;";SXT multiple mechanisms"
Enterobacter cloacae;2014310102;TE_30;13;13;10;10;";Efflux NOT tetB"
Enterobacter cloacae;2014310102;TEC_30;;;;;
Enterobacter cloacae;2014310102;TEM_30;;;;;";ESBL"
Enterobacter cloacae;2014310102;TGC_15;18;18;18;18;";Efflux NOT tetB"
Enterobacter cloacae;2014310102;TOB_10;15;15;15;14;";ANT-4/AAC-6"
Enterobacter cloacae;2014310102;TZP_36;20;21;21;21;";ESBL"
Klebsiella pneumoniae;2014310108;AK_30;6;6;6;6;";AG multiple mechanisms"
Klebsiella pneumoniae;2014310108;AMC_30;11;10;7;6;";Carbapenemase class B"
Klebsiella pneumoniae;2014310108;AMP_10;6;6;6;6;";Carbapenemase class B"
Klebsiella pneumoniae;2014310108;CIP_5;18;19;18;18;";QL high level resistance"
Klebsiella pneumoniae;2014310108;CN_10;6;6;6;6;";AG multiple mechanisms"
Klebsiella pneumoniae;2014310108;CPD_10;6;6;6;6;";Carbapenemase class B"
Klebsiella pneumoniae;2014310108;CRO_30;6;6;6;6;";Carbapenemase class B"
Klebsiella pneumoniae;2014310108;CXM_30;6;6;6;6;";Carbapenemase class B"
Klebsiella pneumoniae;2014310108;DA_2;;;;;
Klebsiella pneumoniae;2014310108;E_15;;;;;
Klebsiella pneumoniae;2014310108;FD_10;;;;;
Klebsiella pneumoniae;2014310108;FEP_30;13;12;12;12;";Carbapenemase class B"
Klebsiella pneumoniae;2014310108;FOX_30;9;9;10;10;";Carbapenemase class B"
Klebsiella pneumoniae;2014310108;K_30;6;6;6;6;";AG multiple mechanisms"
Klebsiella pneumoniae;2014310108;LEV_5;21;21;21;21;";QL high level resistance"
Klebsiella pneumoniae;2014310108;LZD_10;;;;;
Klebsiella pneumoniae;2014310108;MEM_10;20;19;19;19;";Carbapenemase class B"
Klebsiella pneumoniae;2014310108;MH_30;18;19;18;17;";Efflux NOT tetB"
Klebsiella pneumoniae;2014310108;NA_30;6;6;6;6;";QL high level resistance"
Klebsiella pneumoniae;2014310108;NOR_10;15;15;15;15;";QL high level resistance"
Klebsiella pneumoniae;2014310108;P_1;;;;;";Carbapenemase class B"
Klebsiella pneumoniae;2014310108;RD_5;;;;;
